WRONGFUL,73,2189,JJ
CONTENTIOUS,38,8386,JJ
RAPPORTEUR,1,5337,JJ
ULTRA,448,4704,JJ
INSURRECTIONAL,2,9381,JJ
PROTESTANT,310,9153,JJ
HOLIEST,90,2592,JJS
PENINSULAR,1,0321,JJ
OSTENTATIOUS,46,7878,JJ
EXALTED,162,5143,JJ
VENGEFUL,148,5095,JJ
JADED,69,2934,JJ
EMERALD,406,8533,JJ
PROUDEST,107,8829,JJS
BLOODED,745,1967,JJ
POIGNANT,107,1601,JJ
THOUGHTFUL,751,4350,JJ
UNASHAMED,25,7346,JJ
BRASH,62,3834,JJ
STUNNING,723,2639,JJ
COHERENT,159,9765,JJ
DEXTEROUS,16,0169,JJ
GUTSY,87,2368,JJ
POTENT,262,1447,JJ
HEADY,91,7723,JJ
HIND,300,1313,JJ
CARNIVOROUS,87,3604,JJ
UPBEAT,569,7864,JJ
MINIMALIST,34,3734,JJ
INORDINATE,34,2269,JJ
KNOWLEDGABLE,6,9991,JJ
SPARSE,67,9892,JJ
MATRIARCHAL,10,4184,JJ
POWERLESS,419,0566,JJ
PRE,1628,3170,JJ
PATRONIZING,127,8242,JJ
SIMPLEX,5,0725,JJ
UNCONCERNED,52,5955,JJ
UNCONVINCED,15,8001,JJ
CASTAWAY,54,5557,JJ
NONCHALANT,52,3823,JJ
HYSTERICAL,1053,6267,JJ
SCRIPTWRITING,3,1971,JJ
IMPASSIONED,41,8817,JJ
THOUGHTLESS,204,5446,JJ
ARCHETYPAL,22,5765,JJ
SUBARCTIC,3,5534,JJ
LIFESIZE,2,5663,JJ
ICONOGRAPHIC,3,8752,JJ
BEARDLESS,21,8100,JJ
HELLENIC,14,0057,JJ
PRECIPITOUS,18,4629,JJ
UNPREDICTABLE,583,0194,JJ
POLYMORPHIC,6,0897,JJ
IMPROBABLE,162,2009,JJ
SPECTATING,5,7455,JJ
UNFAIR,1670,0447,JJ
AVID,71,8113,JJ
BIOMECHANICAL,13,5722,JJ
SALINE,118,5027,JJ
STALE,385,3106,JJ
PLC,17,5263,JJ
FRATERNAL,72,6930,JJ
JUGE,3,8958,JJ
GLOSSY,67,8292,JJ
DIURNAL,7,0614,JJ
ARBOREAL,12,6731,JJ
UPPERMOST,19,8868,JJ
DIGESTIVE,131,4712,JJ
UPSCALE,63,6749,JJ
WARMEST,126,5357,JJS
HORST,152,6345,JJ
SEISMIC,145,7681,JJ
FLUENT,179,0535,JJ
BLOODTHIRSTY,226,6465,JJ
FEWEST,26,2639,JJS
EGYPTIAN,981,0367,JJ
ABYSSAL,18,4848,JJ
OCEANIC,88,6054,JJ
BALANCED,388,4024,JJ
POROUS,36,0764,JJ
DESICCANT,13,4355,JJ
ACIDIC,59,1347,JJ
CAREFREE,332,0457,JJ
TURBO,450,9967,JJ
BLOWOFF,6,2967,JJ
UNSUPPORTED,20,8664,JJ
UNDYING,138,3260,JJ
GRACIOUS,1260,7949,JJ
UNPROTECTED,156,2435,JJ
REDEMPTIVE,9,6167,JJ
INACCESSIBLE,101,0740,JJ
COEDUCATIONAL,2,1961,JJ
CZECHOSLOVAK,51,6075,JJ
DENICE,5,0224,JJ
SEDM,2,0623,JJ
JESLI,1,5007,JJ
ICH,327,4477,JJ
TOM,14225,8734,JJ
JAK,47,3846,JJ
DRAMATA,1,2099,JJ
SE,1659,2028,JJ
DELAPIDATED,1,3608,JJ
GRACEFUL,385,9260,JJ
THERMIONIC,2,1426,JJ
INFEASIBLE,5,9058,JJ
PHOTOVOLTAIC,3,4049,JJ
APPRECIABLE,9,9367,JJ
ERRATIC,182,8402,JJ
INSOLUBLE,19,6809,JJ
STIRLING,51,0060,JJ
MEDIOCRE,310,4566,JJ
MALAY,76,2728,JJ
LIGHTHEARTED,16,2594,JJ
MUSICOLOGICAL,2,0282,JJ
PAROCHIAL,51,4679,JJ
ORNAMENTAL,40,0245,JJ
UNPRIVILEGED,2,8548,JJ
PERIODICAL,33,4099,JJ
EQUIDISTANT,7,9062,JJ
MUSIQUE,8,7239,JJ
DELLE,74,0,JJ
MONOPHONIC,2,1799,JJ
INTELLIGIBLE,18,4271,JJ
GLOBULAR,21,9913,JJ
NEAPOLITAN,97,6914,JJ
JOYFUL,387,3319,JJ
EXPRESSIVE,113,9011,JJ
INSULAR,17,6196,JJ
GLI,13,1973,JJ
BAWDY,44,6194,JJ
COMPENSATORY,17,9033,JJ
CONGREGATIONAL,9,2055,JJ
SCENDI,2,0208,JJ
STELLE,11,9880,JJ
WIDEST,43,1605,JJS
MUSICALE,14,1693,JJ
PHILOLOGICAL,3,1502,JJ
DRIER,75,9420,JJR
GREGARIOUS,11,6312,JJ
APOCALYPTIC,78,2759,JJ
BROWNER,11,7481,JJR
BICOLOR,1,4879,JJ
SOLVENT,65,9921,JJ
CYCLIC,15,7230,JJ
UNPLANNED,42,4808,JJ
WORRISOME,37,5681,JJ
SCROTAL,8,2901,JJ
CONTRACEPTIVE,49,8112,JJ
FREEWHEELING,11,1797,JJ
SINFUL,434,4169,JJ
LOOSER,102,7704,JJR
UNACCOMPANIED,36,7383,JJ
MELODIOUS,54,1436,JJ
SOMBER,129,0314,JJ
OVERPOWERING,88,2179,JJ
DISCORDANT,65,0799,JJ
MELLIFLUOUS,6,2689,JJ
UNCOMPLIMENTARY,3,7033,JJ
APOCRYPHAL,9,8387,JJ
VICTUALLER,1,0339,JJR
DOWNHEARTED,49,7398,JJ
RECKLESS,792,1693,JJ
FETISHISTIC,7,2487,JJ
CARDIOVASCULAR,58,6689,JJ
BLAMELESS,81,9237,JJ
OPTIMISTIC,518,2903,JJ
INVALID,349,6623,JJ
INDUCTIVE,4,9773,JJ
RHETORICAL,144,8398,JJ
HOC,39,0632,JJ
WISHFUL,129,9873,JJ
FALLACIOUS,15,9886,JJ
CONCISE,81,9185,JJ
HARDBACK,6,2116,JJ
WARMER,749,1994,JJR
LEAFCUTTER,2,6783,JJ
SYMBIOTIC,38,5107,JJ
BULKY,72,0272,JJ
MUSLIM,1182,9379,JJ
NORWEGIAN,475,2240,JJ
LICENSED,248,9639,JJ
SEROUS,11,2786,JJ
MULTICELLULAR,2,5021,JJ
SALIVARY,8,6205,JJ
LABIAL,8,9041,JJ
BUCCAL,3,6640,JJ
LINGUAL,7,6700,JJ
EXOCRINE,1,1739,JJ
DUC,125,6000,JJ
MIDI,72,9825,JJ
UNRECORDED,14,3439,JJ
SOLEMN,589,1423,JJ
MECHANISTIC,21,6784,JJ
FRUGAL,47,8740,JJ
FUNEREAL,18,9462,JJ
INCONGRUOUS,18,8923,JJ
CONTIGUOUS,22,8921,JJ
TECTONIC,46,0715,JJ
FLATTEST,7,8573,JJS
UPSTREAM,149,0532,JJ
REDUNDANT,163,3375,JJ
HEXAGONAL,21,7920,JJ
ORIENTAL,444,8094,JJ
RESPECTABLE,1246,3269,JJ
PROVOKING,225,7273,JJ
FLAGRANT,88,9877,JJ
BLOND,1416,8097,JJ
BRAZEN,176,5142,JJ
UNKNOWABLE,37,0321,JJ
AMORAL,40,6955,JJ
DECADENT,185,9296,JJ
UNOPPOSED,19,1378,JJ
COHESIVE,21,2541,JJ
NAPOLEONIC,27,4770,JJ
UNTENABLE,30,3927,JJ
UNNOTICEABLE,7,3040,JJ
STEEPER,36,9406,JJR
STRINGED,22,2372,JJ
TRICYCLIC,6,4175,JJ
SKINNY,1969,9077,JJ
FATTER,275,9061,JJR
COWRITING,1,9616,JJ
ARDENT,173,7253,JJ
DISS,59,9315,JJ
VIRTUOUS,414,2671,JJ
METICULOUS,163,9971,JJ
BURGUNDIAN,5,7585,JJ
MARGRAVE,17,1512,JJ
BEARDED,238,8116,JJ
PALATINE,36,8718,JJ
BEACHFRONT,30,9199,JJ
SUSTAINED,739,0393,JJ
GUSTY,23,4561,JJ
DECIMAL,88,4334,JJ
ELECTROMOTIVE,1,1293,JJ
IONIC,25,1518,JJ
PLANTAR,6,9554,JJ
NITRIC,35,1925,JJ
CUTANEOUS,1,8287,JJ
SEBACEOUS,5,4895,JJ
PROFITABLE,485,0379,JJ
RECONQUISTA,2,5822,JJ
SYNCRETIC,2,4726,JJ
CAJONES,11,5919,JJ
RETABLO,1,3629,JJ
CRAVEN,346,5462,JJ
ISLAMIC,455,6754,JJ
SABOTEUR,99,3462,JJ
CENTRIST,17,0007,JJ
UNMODIFIED,5,9626,JJ
DIM,657,7260,JJ
KINDRED,123,2352,JJ
PRODUCTIVE,309,0622,JJ
MORMON,257,0512,JJ
CONGA,129,5615,JJ
SLEAZY,260,1723,JJ
REWARDING,203,4565,JJ
MISGUIDED,203,2171,JJ
EARTHLY,389,3733,JJ
OBEDIENT,433,1931,JJ
PREVENTABLE,25,6199,JJ
ANNUS,6,4705,JJ
AMINO,62,4134,JJ
MORPHOGENETIC,3,6542,JJ
NUCLEIC,21,2316,JJ
ELI,1255,2763,JJ
ALARMIST,41,7065,JJ
UNMANLY,21,9159,JJ
UNEDITED,26,9750,JJ
WORTHWHILE,616,9665,JJ
CYSTIC,33,8104,JJ
NONCANCEROUS,1,9886,JJ
LATENT,129,3217,JJ
USEABLE,10,1412,JJ
WATERHOLE,42,1006,JJ
TENTATIVE,71,2333,JJ
PROJECTILE,102,3594,JJ
HOMINID,21,8479,JJ
PERIODONTAL,2,5088,JJ
PROVISIONAL,157,4263,JJ
HERBAL,307,1087,JJ
STRENUOUS,92,1238,JJ
VOCIFEROUS,10,0774,JJ
CLOCKWISE,74,3812,JJ
NUMERIC,17,0696,JJ
UNBEATABLE,179,8749,JJ
EVEN,146195,7097,JJ
MOOT,86,9166,JJ
WOODCARVING,9,5552,JJ
BARONIAL,6,9631,JJ
CREAMY,174,7504,JJ
NEOCLASSICAL,2,4522,JJ
UNDECORATED,1,1199,JJ
UNALTERED,15,6912,JJ
DETRIMENTAL,83,1555,JJ
MAMMOTH,268,2153,JJ
NEGLIGENT,102,6842,JJ
INCOMPETENT,526,6315,JJ
UNEMPLOYABLE,20,9897,JJ
UNGLAZED,1,7460,JJ
FASHIONABLE,409,4872,JJ
HOMOGENOUS,7,9242,JJ
MIGRATORY,54,5967,JJ
UNREGISTERED,54,0626,JJ
UNPOLISHED,16,3438,JJ
NUTRIENT,60,9234,JJ
CHANGEABLE,59,8655,JJ
CINGULAR,4,8939,JJ
TIMID,288,5340,JJ
LIBYAN,76,6433,JJ
COWARDLY,590,1689,JJ
SUBMERSIBLE,95,9824,JJ
LUFFY,29,5764,JJ
FELINE,118,1939,JJ
ILLITERATE,329,8696,JJ
UNCIVILIZED,97,8040,JJ
STEELY,49,8437,JJ
BENGALI,170,6075,JJ
CANNIBALISTIC,17,1174,JJ
JERKY,225,3578,JJ
DOCILE,118,8701,JJ
SLUGGISH,111,4659,JJ
NEUROTOXIC,4,0779,JJ
SYNAPTIC,38,1612,JJ
UNAIDED,23,0254,JJ
BUREAUCRATIC,149,4861,JJ
ASTROMETRIC,2,8829,JJ
FOXY,292,8761,JJ
LUXEMBOURG,139,4280,JJ
ALPHABETIC,6,8376,JJ
PHONY,1073,1566,JJ
FOREGOING,13,8859,JJ
PHILIPPINE,78,2064,JJ
MGA,2,4929,JJ
OLYMPIAN,34,0972,JJ
EXTEMPORANEOUS,11,6597,JJ
ISS,49,0,JJ
IMPERFECT,208,3890,JJ
ALLER,26,2463,JJR
VOUS,1072,1148,JJ
IL,11412,9605,JJ
VEULENT,2,5829,JJ
CONJUGATED,4,8403,JJ
INTRANSITIVE,7,3027,JJ
REFLEXIVE,12,2677,JJ
TRANSITIVE,15,3920,JJ
ELLE,260,0,JJ
FERMER,2,9090,JJ
REGARDER,8,3171,JJR
IR,194,8902,JJ
CONDITIONAL,74,2471,JJ
PERFECTIVE,1,0060,JJ
EUPHONIC,1,9953,JJ
VOYANT,1,3840,JJ
ATTRIBUTIVE,1,9626,JJ
ENTENDU,6,0,JJ
OUVERT,2,1308,JJ
GENS,21,9669,JJ
SEPTIC,135,2482,JJ
LIVABLE,30,5382,JJ
INHABITABLE,14,5794,JJ
RURITANIAN,1,2469,JJ
TAME,476,4421,JJ
INTERDEPENDENT,10,9592,JJ
ISMAILI,6,0557,JJ
SUFI,83,9363,JJ
CONCENTRIC,31,9748,JJ
POSITIONAL,8,1476,JJ
SIDEREAL,2,1388,JJ
HO,10191,9113,JJ
BI,765,9041,JJ
SVE,19,5930,JJ
GEOLOGIC,17,2967,JJ
INFERNAL,247,8536,JJ
EPIGRAMMATIC,1,9432,JJ
CONVERSATIONIST,1,1634,JJ
AY,2002,7303,JJ
CEREBRAL,294,7943,JJ
UNSIGNED,51,1444,JJ
INTERMITTENT,80,1919,JJ
STAGNANT,74,0079,JJ
RASH,937,4542,JJ
NASTIEST,77,2395,JJS
AMBIVALENT,43,0327,JJ
TOLERANT,224,3719,JJ
CHEERFUL,1073,2191,JJ
UNTRACEABLE,119,8879,JJ
WIRY,40,0980,JJ
EUPHORIC,77,9467,JJ
BESPECTACLED,6,1814,JJ
FORTHRIGHT,63,6693,JJ
OFF,176266,0,JJ
ELECTROSTATIC,30,8283,JJ
DIELECTRIC,2,9720,JJ
COUNTABLE,2,5677,JJ
SPHENOID,4,1475,JJ
FRONTAL,257,9173,JJ
TROCHLEAR,1,6061,JJ
TRIGEMINAL,1,7554,JJ
MENINGEAL,4,6814,JJ
LACRIMAL,2,7746,JJ
CAROTID,78,7169,JJ
TRENDY,172,6923,JJ
RECORD,12057,2153,JJ
ANTITRUST,24,5007,JJ
INACCURATE,97,0991,JJ
MARIACHI,103,2732,JJ
BIPOLAR,87,7805,JJ
RARER,67,9360,JJR
FORCIBLE,38,3211,JJ
EXTRATERRESTRIAL,277,5900,JJ
UNAPPRECIATED,36,7078,JJ
STACCATO,28,0506,JJ
UPWARD,212,7149,JJ
CONVECTIVE,5,1361,JJ
OBSERVATIONAL,20,5266,JJ
STRATOSPHERIC,11,9913,JJ
FRIVOLOUS,230,1043,JJ
THERMONUCLEAR,73,3801,JJ
RAREST,133,4813,JJS
MAKESHIFT,60,0287,JJ
ADVISABLE,137,1636,JJ
SPONGY,39,8382,JJ
CIRCULATORY,47,3553,JJ
MYOCARDIAL,24,6442,JJ
UNEVENTFUL,71,0380,JJ
DEVOID,158,1517,JJ
VERBOSE,13,6991,JJ
OVERDUE,389,6680,JJ
TIMELESS,164,4143,JJ
WESTBOUND,94,1292,JJ
REGRESSIVE,6,2122,JJ
UNDERCOOKED,26,1503,JJ
TYPHOID,120,1720,JJ
GASTROINTESTINAL,23,0095,JJ
SCARLET,508,8545,JJ
LACTIC,13,0161,JJ
INTRAMUSCULAR,3,6364,JJ
OBSERVABLE,19,4892,JJ
HUMANE,325,1343,JJ
LOVELORN,51,2126,JJ
FRIZZY,74,7001,JJ
AUDITORY,47,6978,JJ
SPACEY,45,7803,JJ
MYSTIC,332,9314,JJ
TRANSCENDENTAL,43,7321,JJ
HALLUCINATORY,26,2627,JJ
INCOMPARABLE,146,6569,JJ
PRESCIENT,13,3137,JJ
SEDIMENTARY,25,9146,JJ
MAGMATIC,1,9209,JJ
CURSORY,25,7720,JJ
CRUSTAL,5,1828,JJ
FURRY,374,2941,JJ
BACKWARDS,1901,5158,JJ
PIGGY,867,5342,JJ
TUMULTUOUS,41,8924,JJ
MOTIVATIONAL,69,4790,JJ
SELFLESS,187,4384,JJ
PONTIFICAL,5,9137,JJ
ATTENDANT,579,6393,JJ
MIRACULOUS,419,0333,JJ
PLENARY,16,6931,JJ
MARKETABLE,25,1540,JJ
MIDWESTERN,39,8771,JJ
HOMEGROWN,42,3726,JJ
INDIVIDUALISTIC,13,6492,JJ
BELLUM,4,0559,JJ
POORER,292,8209,JJR
INSIDIOUS,114,4637,JJ
NORMATIVE,8,6538,JJ
POSTMODERN,38,0104,JJ
COERCIVE,13,8163,JJ
TRIPARTITE,3,0379,JJ
STIPENDIARY,1,4157,JJ
ALLUVIAL,8,7704,JJ
GUADELOUPE,5,7811,JJ
SIKH,79,1843,JJ
CROCODILIAN,2,1769,JJ
ANGLICIZED,7,6981,JJ
TANNIC,5,4080,JJ
FOOLHARDY,94,4960,JJ
BIOCHEMICAL,83,9178,JJ
MULTIPURPOSE,14,9443,JJ
GENITIVE,6,5768,JJ
NOMINATIVE,6,7923,JJ
HOMESICK,373,0330,JJ
ASLEEP,9243,7439,JJ
GRATUITOUS,61,8495,JJ
PRODIGIOUS,83,1027,JJ
BREATHTAKING,217,4539,JJ
REVEREND,2515,0191,JJ
OBSOLESCENT,1,5074,JJ
UNAFFECTED,90,8308,JJ
HEARTBROKEN,295,6428,JJ
SORRY,163597,5063,JJ
HOURLY,114,8067,JJ
CYRILLIC,17,9213,JJ
SHINY,1052,0204,JJ
SHELLY,801,8937,JJ
WHER,123,0167,JJ
DEI,207,9420,JJ
IDEN,4,9496,JJ
UPPERCASE,5,4691,JJ
TYPOGRAPHIC,7,4328,JJ
SKETCHY,142,2868,JJ
PHOENICIAN,35,0396,JJ
ARID,82,8509,JJ
GARGANTUAN,43,8657,JJ
COCHINEAL,4,5892,JJ
OLIVE,1117,8817,JJ
AMBER,1169,2111,JJ
WEALTHIER,34,1451,JJR
ARCHEOLOGICAL,44,2237,JJ
PLUTOCRATIC,3,1518,JJ
MERCENARY,287,2363,JJ
MOONLIT,139,3308,JJ
ANGUISHED,69,4405,JJ
GAURD,1,9943,JJ
EXPEDITIONARY,48,6260,JJ
ABLAZE,151,5019,JJ
ADVANTAGEOUS,81,9616,JJ
PROTRACTED,34,9368,JJ
FABLED,72,9489,JJ
GIBRALTAR,244,9488,JJ
BACTRIAN,4,7581,JJ
MOTHERLY,75,8170,JJ
INFORMATIONAL,27,5899,JJ
KNOWLEDGEABLE,142,5874,JJ
BUCOLIC,17,9344,JJ
CORROSIVE,53,2792,JJ
GHASTLY,408,9655,JJ
MEDIAEVAL,24,4669,JJ
IDIOMATIC,5,5979,JJ
OURS,6642,9182,JJ
UNTOUCHABLE,197,5706,JJ
RETROACTIVE,29,1214,JJ
INCONSISTENT,114,7416,JJ
INVINCIBLE,675,5637,JJ
CYTOPLASMIC,1,6327,JJ
AUTOBIOGRAPHICAL,58,0684,JJ
DANCEABLE,3,4694,JJ
SYMMETRICAL,78,4099,JJ
CLOUDY,404,6260,JJ
EXCRUCIATING,144,1539,JJ
MOTIONLESS,141,2511,JJ
COLLABORATIVE,28,4701,JJ
ENFORCEABLE,7,0210,JJ
UNENFORCEABLE,3,4972,JJ
OBESE,96,6599,JJ
INTERPERSONAL,16,1593,JJ
DEVIANT,116,2705,JJ
PRESCHOOL,79,3591,JJ
BEING,70357,5596,JJ
IMPLICIT,62,9449,JJ
DERMATOLOGICAL,9,8752,JJ
EUKARYOTIC,4,8842,JJ
PERFUNCTORY,7,2231,JJ
BONA,164,0025,JJ
LIBELOUS,17,9810,JJ
OPIATE,41,3501,JJ
ANTITUSSIVE,1,5020,JJ
ANALGESIC,24,8673,JJ
HEPATIC,14,0127,JJ
UNPRODUCTIVE,31,2473,JJ
ANTIFUNGAL,2,7419,JJ
INIQUITOUS,17,0694,JJ
FOETID,1,7813,JJ
EXISTENTIAL,113,5395,JJ
REACHABLE,28,5247,JJ
BOOLEAN,4,9052,JJ
DETERMINISTIC,7,0806,JJ
ADMIRABLE,482,2170,JJ
TRACEABLE,52,2148,JJ
DECEITFUL,166,0501,JJ
UNFOUNDED,86,5161,JJ
UNQUESTIONING,18,8554,JJ
UNQUALIFIED,47,6342,JJ
GENTILE,102,3261,JJ
PEDAGOGIC,5,0359,JJ
ABIDING,213,2538,JJ
SINLESS,7,5165,JJ
INCARNATE,118,1492,JJ
SYNOPTIC,6,9554,JJ
PSYCHOTIC,633,9629,JJ
OVERCONFIDENT,55,2714,JJ
SENEGALESE,24,9679,JJ
PHOSPHORESCENT,19,8485,JJ
AMPHIBIOUS,77,9817,JJ
LUDICROUS,218,4962,JJ
NASCENT,9,4633,JJ
SUPERVISORY,33,4073,JJ
WEARY,828,9528,JJ
WACKY,297,4166,JJ
FLUSH,1086,9137,JJ
JEALOUS,6497,7568,JJ
APPLIED,1073,5293,JJ
PROCREATIVE,3,9584,JJ
MARVELOUS,2051,1069,JJ
UNCOMPLETED,2,1103,JJ
COMPELLING,260,8476,JJ
FACILITATIVE,1,9072,JJ
PLAINTIVE,38,9748,JJ
MOURNFUL,113,2591,JJ
MALFORMED,24,0278,JJ
CROOKED,947,3923,JJ
RIPE,816,3023,JJ
HARDY,752,8814,JJ
KUNG,2363,9693,JJ
IRONCLAD,71,7598,JJ
RABBINICAL,17,1002,JJ
GROOVY,441,8366,JJ
HIPPY,206,7808,JJ
DISUSED,32,4017,JJ
WESTERNMOST,1,9056,JJ
HERBACEOUS,7,1250,JJ
OVERAL,1,6610,JJ
MICROLIGHT,1,7895,JJ
BASALTIC,5,2781,JJ
DEXTER,686,8687,JJ
ADITIONAL,4,0065,JJ
UNANSWERED,134,7397,JJ
PSL,7,2530,JJ
NAUGHTY,2109,5935,JJ
NOBLEST,141,8753,JJS
PUNGENT,50,8318,JJ
CUPID,327,7397,JJ
EMPTIVE,21,9853,JJ
UNTOWARD,51,8701,JJ
UNFLATTERING,24,1668,JJ
OILY,185,9241,JJ
VIGILANT,182,2440,JJ
BITTERSWEET,92,9669,JJ
ING,779,4487,JJ
TW,54,9655,JJ
SARMALE,1,2484,JJ
FAC,29,1538,JJ
NOI,223,0759,JJ
CERE,6,1539,JJ
OWNERLESS,4,4192,JJ
HAPPIEST,1032,1579,JJS
KOSHER,358,9209,JJ
UNSATISFACTORY,66,8044,JJ
NONSTANDARD,1,1385,JJ
COMPING,7,2419,JJ
INEXACT,4,8015,JJ
RATIONALISTIC,3,2638,JJ
UNEXAMINED,9,6849,JJ
UNADDRESSED,3,7398,JJ
UNREPENTANT,34,5985,JJ
FRIGHTENING,1109,2224,JJ
OVERSIZED,101,9509,JJ
DUCAL,31,6707,JJ
INCORRUPTIBLE,63,1488,JJ
RICHE,44,1244,JJ
EASTERNMOST,3,4828,JJ
MONARCHICAL,6,6034,JJ
MORGANATIC,4,7908,JJ
DYNASTIC,13,9870,JJ
REPUTABLE,98,6126,JJ
ORIENTED,144,9603,JJ
HERMENEUTICAL,1,9320,JJ
PROBABILISTIC,2,9055,JJ
ARCHITECTONIC,2,2525,JJ
COMMUNICATIVE,27,6381,JJ
SWAZI,2,2982,JJ
NATALIA,249,9424,JJ
UNCONSCIOUS,1490,4931,JJ
OPINIONATED,58,8362,JJ
FISTFULL,2,7802,JJ
GLAD,22991,8929,JJ
BULLETPROOF,326,5581,JJ
ARROGANT,1177,8345,JJ
UNDESERVING,28,8493,JJ
UNSATISFIED,84,5866,JJ
BEF,123,9565,JJ
INDELIBLE,65,5384,JJ
PHREATIC,2,1132,JJ
HYDROTHERMAL,33,5996,JJ
MATCHING,482,6092,JJ
VIVACIOUS,52,3567,JJ
SCANDALISED,5,9700,JJ
FRENETIC,21,6758,JJ
SANE,795,4434,JJ
TOUGHER,761,9206,JJR
WHOLESOME,224,9191,JJ
MISERABLE,3380,9128,JJ
GLOOMY,617,8082,JJ
SULLEN,89,8638,JJ
JOURNALISTIC,74,3059,JJ
MANIFOLD,73,2535,JJ
CONNECTED,2747,3037,JJ
DIGNIFIED,349,6146,JJ
INSEPARABLE,239,7403,JJ
COLONIALIST,11,0845,JJ
CONTEMPORANEOUS,2,6170,JJ
FREAKISH,54,0732,JJ
ILLIMITABLE,3,6795,JJ
REPUTED,92,5923,JJ
SAGACIOUS,7,7524,JJ
INDIGENT,41,8329,JJ
SUBVERSIVE,264,8936,JJ
ET,2137,8214,JJ
INSTRUCTIONAL,20,9664,JJ
GRIDDED,1,2912,JJ
UNRECOVERABLE,4,4823,JJ
MONARCHIC,2,5950,JJ
ANUAL,1,8205,JJ
IGNEOUS,27,6594,JJ
GREENISH,36,0665,JJ
EVENTFUL,54,9525,JJ
RAUCOUS,94,4613,JJ
SCORELESS,14,7654,JJ
UNACCUSTOMED,32,8572,JJ
DANDY,624,8000,JJ
LIMP,639,0020,JJ
LAME,1393,3047,JJ
BRAINDEAD,7,3404,JJ
DUMBSHIT,33,9350,JJ
STINKY,620,7792,JJ
FRUITY,166,9381,JJ
MOODY,448,7794,JJ
CONSTITUENT,38,3464,JJ
JURISDICTIONAL,31,2963,JJ
THEE,5442,1666,JJ
INBOUND,180,9399,JJ
OUTBOUND,22,2610,JJ
CRYPTOGRAPHIC,7,9330,JJ
SECONDHAND,154,4868,JJ
POLYCHROMATIC,3,2823,JJ
ANTIQUARIAN,27,4519,JJ
INDUSTRIOUS,60,1053,JJ
DIALECTICAL,23,9590,JJ
SHAMEFUL,604,0728,JJ
RESPECTFUL,368,7041,JJ
HONORLESS,1,9918,JJ
LYREBIRD,3,1064,JJ
FERAL,41,2664,JJ
UNFORGIVING,98,9016,JJ
EGALITARIAN,15,1577,JJ
BEFOUL,9,9479,JJ
OSTENSIBLE,2,3265,JJ
STUBBORN,2315,1176,JJ
FULLEST,220,5081,JJS
HEADLESS,211,0986,JJ
ANIMISTIC,1,5706,JJ
HOPELESS,1903,1638,JJ
BRAVEST,337,4810,JJS
RANK,1700,3119,JJ
ANEMIC,82,8136,JJ
SEAWARD,15,4430,JJ
INTERPLANETARY,105,8378,JJ
MARTIAN,449,3015,JJ
BRITTLE,119,3443,JJ
UNWORKABLE,13,4233,JJ
SOOTY,40,9404,JJ
MALLEABLE,24,3516,JJ
PERILOUS,153,2830,JJ
PEW,134,8695,JJ
VEGETATIVE,24,3770,JJ
PREDICATIVE,1,8845,JJ
MIMEOGRAPHED,8,8628,JJ
CATALAN,60,4848,JJ
BARREN,410,8982,JJ
DISINTERESTED,61,9510,JJ
MULTIPLEX,22,4913,JJ
MULTIPLEXED,1,4407,JJ
AVEC,164,7783,JJ
MONDE,91,1433,JJ
MODERNE,15,6773,JJ
PRIMEVAL,76,6346,JJ
NATURELLE,30,2423,JJ
SMOKY,158,0516,JJ
DUSKY,65,7946,JJ
ENDOTRACHEAL,3,6753,JJ
PREVENTIVE,57,9930,JJ
PURULENT,12,9286,JJ
AZTREONAM,9,7076,JJ
MECA,1,1502,JJ
EMPIRIC,2,9079,JJ
ANTIBIOTIC,65,8883,JJ
COMMUNICABLE,28,0923,JJ
ANTISEPTIC,82,1969,JJ
MICROSCOPIC,187,0819,JJ
INORGANIC,31,5071,JJ
ANAEROBIC,6,3589,JJ
BECALMED,21,9874,JJ
WINDWARD,69,2064,JJ
CORPULENT,14,2454,JJ
UNPRINCIPLED,29,9754,JJ
SOCIABLE,213,0460,JJ
CABBALISTIC,1,7774,JJ
EXPRESSIONISTIC,12,6566,JJ
REFUNDABLE,21,2177,JJ
SEXIST,184,4328,JJ
NGA,9,4084,JJ
AUGUSTINIAN,4,7445,JJ
INSTRUCTIVE,70,6764,JJ
DETACHABLE,29,2855,JJ
TIGHTER,604,2729,JJR
JAVANESE,17,0482,JJ
ABSORBENT,28,5265,JJ
FIREPROOFED,6,6962,JJ
RIPARIAN,2,2941,JJ
FAINTER,32,6136,JJR
SUBSTITUTIONAL,1,8800,JJ
CRYOGENIC,50,8078,JJ
TENSILE,29,8237,JJ
LEADED,30,0683,JJ
IMITATIVE,5,3407,JJ
HOMOPHONIC,1,0891,JJ
CONCENTRATED,400,7025,JJ
SIZABLE,87,3330,JJ
UNREAD,15,2379,JJ
UNCLEAN,172,5455,JJ
WIRD,17,4371,JJ
UPSTART,103,9047,JJ
ANTIFEMINIST,1,0833,JJ
COLLEGIAL,3,3495,JJ
WILY,83,0177,JJ
HAYWIRE,133,6062,JJ
MISTRUSTFUL,15,1803,JJ
REBRANDED,4,4173,JJ
PRECARIOUS,110,7536,JJ
DISMAL,180,8587,JJ
SNOWBIRD,2,0534,JJ
UNDISCRIMINATING,2,2601,JJ
UNWISE,190,5622,JJ
DISTRIBUTIVE,4,1513,JJ
