countryCode,stateCode,stateName1,stateName2,stateName3,googleName,googleAdmin,countryName,lat,lng,bounds,combinaciones
GT,GT-PE,Departamento del Peten,Peten,Departamento del Peten,"Peten, Guatemala",administrative_area_level_1,Guatemala,16.83333,-90,17.8152201@-89.14571409999999*15.833072@-91.437546,9
GT,GT-QC,Departamento del Quiche,Quiche,Departamento del Quiche,"Quiche, Guatemala",administrative_area_level_1,Guatemala,15.5,-90.91667,16.0730049@-90.412424*14.7989009@-91.3238779,6
GT,GT-SU,Suchitepequez Department,Suchitepeque,Departamento de Suchitepequez,"Suchitepequez, Guatemala",administrative_area_level_1,Guatemala,14.38084,-91.43046,14.733114@-91.07959009999999*14.044629@-91.6621132,0
HT,HT-CE,Centre,Centre,Centre,"Centre, Haiti",administrative_area_level_1,Haiti,19,-72,19.327567@-71.61335799999999*18.6777091@-72.349538,4
HT,HT-NI,Departement de Nippes,Nippes,Departement de Nippes,"Nippes, Haiti",administrative_area_level_1,Haiti,18.44835,-73.4285,18.5882939@-72.9756419*18.216765@-73.78481909999999,2
HT,HT-AR,Département de l'Artibonite,Artibonite,Département de l'Artibonite,"Artibonite, Haiti",administrative_area_level_1,Haiti,19.33333,-72.5,19.81222@-72.18431079999999*18.8393919@-73.1348189,4
HT,HT-OU,Departement de l'Ouest,Ouest,Departement de l'Ouest,"Ouest, Haiti",administrative_area_level_1,Haiti,18.66381,-72.29141,18.9696918@-71.6928559*18.2460119@-73.299515,3
HT,HT-NE,Departement du Nord-Est,Nord-Est,Departement du Nord-Est,"Nord-Est, Haiti",administrative_area_level_1,Haiti,19.48897,-71.85713,19.72893@-71.675034*19.2588809@-72.11789,2
HT,HT-GA,Grandans,GrandʼAnse,Grandans,"Grand'Anse, Haiti",administrative_area_level_1,Haiti,18.5,-74.08333,18.6759073@-73.69869899999999*18.357681@-74.4767007,2
HT,HT-ND,Nord,Nord,Nord,"Nord, Haiti",administrative_area_level_1,Haiti,19.6,-72.3,19.8829185@-71.96107099999999*19.2473899@-72.6788249,2
HT,HT-NO,Nord-Ouest,Nord-Ouest,Nord-Ouest,"Nord-Ouest, Haiti",administrative_area_level_1,Haiti,19.83333,-73,20.0877661@-72.565755*19.625431@-73.451469,4
HT,HT-SD,Sud,Sud,Sud,"Sud, Haiti",administrative_area_level_1,Haiti,18.3,-73.73333,18.423093@-72.9886701*18.021882@-74.446304,3
HT,HT-SE,Sud-Est,Sud-Est,Sud-Est,"Sud-Est, Haiti",administrative_area_level_1,Haiti,18.3,-72.4,18.384912@-71.7241439*18.0301479@-73.01316489999999,3
HN,HN-IB,Bay Islands,Bay Islands,Departamento de Islas de la Bahia,"Bay Islands, Honduras",administrative_area_level_1,Honduras,16.33333,-86.5,17.415835@-83.9287665*16.069366@-86.98986409999999,8
HN,HN-AT,Departamento de Atlántida,Atlantida,Departamento de Atlántida,"Atlantida, Honduras",administrative_area_level_1,Honduras,15.66667,-87,15.9182919@-86.3275431*15.430607@-87.7970871,2
HN,HN-CH,Departamento de Choluteca,Choluteca,Departamento de Choluteca,"Choluteca, Honduras",administrative_area_level_1,Honduras,13.33333,-87.08333,13.75791@-86.702545*12.9828175@-87.5141335,4
HN,HN-CL,Departamento de Colon,Colon,Departamento de Colon,"Colon, Honduras",administrative_area_level_1,Honduras,15.75,-85.66667,16.0269222@-84.9903293*15.0795581@-86.4258461,6
HN,HN-CM,Departamento de Comayagua,Comayagua,Departamento de Comayagua,"Comayagua, Honduras",administrative_area_level_1,Honduras,14.58333,-87.66667,15.0569@-87.261583*14.0668049@-88.08321099999999,4
HN,HN-CP,Departamento de Copan,Copan,Departamento de Copan,"Copan, Honduras",administrative_area_level_1,Honduras,14.91667,-88.91667,15.294539@-88.63253*14.5260461@-89.22522,4
HN,HN-CR,Departamento de Cortes,Cortes,Departamento de Cortes,"Cortes, Honduras",administrative_area_level_1,Honduras,15.41667,-88,15.9198125@-87.7257844*14.8104159@-88.44252600000002,4
HN,HN-EP,Departamento de El Paraiso,El Paraiso,Departamento de El Paraiso,"El Paraiso, Honduras",administrative_area_level_1,Honduras,14.08333,-86.5,14.3801481@-85.57647709999999*13.5013601@-87.23560499999999,6
HN,HN-FM,Departamento de Francisco Morazan,Francisco Morazan,Departamento de Francisco Morazan,"Francisco Morazan, Honduras",administrative_area_level_1,Honduras,14.25,-87.16667,15.013803@-86.70461999999999*13.662749@-87.648878,6
HN,HN-GD,Departamento de Gracias a Dios,Gracias a Dios,Departamento de Gracias a Dios,"Gracias a Dios, Honduras",administrative_area_level_1,Honduras,15.25,-84.33333,15.9782862@-83.15540299999999*14.614529@-84.99412,4
HN,HN-IN,Departamento de Intibuca,Intibuca,Departamento de Intibuca,"Intibuca, Honduras",administrative_area_level_1,Honduras,14.33333,-88.16667,14.664331@-87.849992*13.85033@-88.52731299999999,4
HN,HN-LP,Departamento de La Paz,La Paz,Departamento de La Paz,"La Paz, Honduras",administrative_area_level_1,Honduras,14.08333,-87.91667,14.417439@-87.6088089*13.822687@-88.23758199999999,4
HN,HN-LE,Departamento de Lempira,Lempira,Departamento de Lempira,"Lempira, Honduras",administrative_area_level_1,Honduras,14.5,-88.58333,14.955633@-88.3192471*13.978775@-88.99023400000002,2
HN,HN-OC,Departamento de Ocotepeque,Ocotepeque,Departamento de Ocotepeque,"Ocotepeque, Honduras",administrative_area_level_1,Honduras,14.5,-89,14.747355@-88.716308*14.249759@-89.350792,2
HN,HN-OL,Departamento de Olancho,Olancho,Departamento de Olancho,"Olancho, Honduras",administrative_area_level_1,Honduras,14.83333,-86,15.61391@-84.98785400000001*14.046359@-86.9544921,6
HN,HN-SB,Departamento de Santa Barbara,Santa Barbara,Departamento de Santa Barbara,"Santa Barbara, Honduras",administrative_area_level_1,Honduras,15.08333,-88.33333,15.53789@-87.9959605*14.5849759@-88.751592,4
HN,HN-VA,Departamento de Valle,Valle,Departamento de Valle,"Valle, Honduras",administrative_area_level_1,Honduras,13.58333,-87.58333,13.853783@-87.361198*13.2487044@-87.8682931,0
HN,HN-YO,Departamento de Yoro,Yoro,Departamento de Yoro,"Yoro, Honduras",administrative_area_level_1,Honduras,15.25,-87.16667,15.729222@-86.2196529*14.7905061@-87.9417579,4
JM,JM-09,Hanover,Hanover,Parish of Hanover,"Hanover Parish, Jamaica",administrative_area_level_1,Jamaica,18.41667,-78.13333,18.4628808@-77.913105*18.3051631@-78.34310889999999,2
JM,JM-01,Kingston,Kingston,Parish of Kingston,"Kingston Parish, Jamaica",administrative_area_level_1,Jamaica,17.96667,-76.8,17.9855828@-76.7213079*17.9562639@-76.82373,0
JM,JM-13,Parish of Clarendon,Clarendon,Parish of Clarendon,"Clarendon Parish, Jamaica",administrative_area_level_1,Jamaica,17.98333,-77.3,18.2174819@-77.1253108*17.7057243@-77.4926529,2
JM,JM-12,Parish of Manchester,Manchester,Parish of Manchester,"Manchester Parish, Jamaica",administrative_area_level_1,Jamaica,18.05,-77.53333,18.2492469@-77.34482899999999*17.8387709@-77.637006,2
JM,JM-04,Parish of Portland,Portland,Parish of Portland,"Portland Parish, Jamaica",administrative_area_level_1,Jamaica,18.13333,-76.53333,18.267005@-76.25551589999999*17.9826419@-76.7609059,2
JM,JM-02,Parish of Saint Andrew,Saint Andrew,Parish of Saint Andrew,"Saint Andrew Parish, Jamaica",administrative_area_level_1,Jamaica,18.06667,-76.75,18.1721401@-76.621582*17.9369449@-76.89805500000001,2
JM,JM-06,Parish of Saint Ann,Saint Ann,Parish of Saint Ann,"Saint Ann Parish, Jamaica",administrative_area_level_1,Jamaica,18.35,-77.26667,18.4788759@-77.00158379999999*18.179688@-77.4926529,0
JM,JM-14,Parish of Saint Catherine,Saint Catherine,Parish of Saint Catherine,"Saint Catherine Parish, Jamaica",administrative_area_level_1,Jamaica,18.06667,-77.01667,18.258774@-76.848185*17.8379222@-77.21647999999999,4
JM,JM-08,Parish of Saint James,Saint James,Parish of Saint James,"Saint James Parish, Jamaica",administrative_area_level_1,Jamaica,18.38333,-77.88333,18.5253104@-77.737876*18.2089849@-78.00069189999999,2
JM,JM-05,Parish of Saint Mary,Saint Mary,Parish of Saint Mary,"Saint Mary Parish, Jamaica",administrative_area_level_1,Jamaica,18.31667,-76.9,18.4221861@-76.701178*18.1388119@-77.071198,2
JM,JM-03,Parish of Saint Thomas,Saint Thomas,Parish of Saint Thomas,"Saint Thomas Parish, Jamaica",administrative_area_level_1,Jamaica,17.9,-76.43333,18.087991@-76.183159*17.8502263@-76.6640716,2
JM,JM-07,Parish of Trelawny,Trelawny,Parish of Trelawny,"Trelawny Parish, Jamaica",administrative_area_level_1,Jamaica,18.38333,-77.63333,18.511424@-77.44148299999999*18.2023229@-77.777457,0
JM,JM-10,Parish of Westmoreland,Westmoreland,Parish of Westmoreland,"Westmoreland Parish, Jamaica",administrative_area_level_1,Jamaica,18.23333,-78.15,18.360146@-77.87850809999999*18.0689012@-78.366638,2
JM,JM-11,St. Elizabeth,St. Elizabeth,Parish of Saint Elizabeth,"Saint Elizabeth Parish, Jamaica",administrative_area_level_1,Jamaica,18.05,-77.78333,18.2497811@-77.56239699999999*17.8543891@-77.956349,2
MQ,X,Martinique,Martinique,Martinique,"","",Martinique,14.66655,-60.99961,"",0
MX,MX-AGU,Aguascalientes,Aguascalientes,Estado de Aguascalientes,"Aguascalientes, Mexico",administrative_area_level_1,Mexico,22,-102.36667,22.4595896@-101.8352895*21.6222664@-102.8741765,4
MX,MX-BCS,Baja California Sur,Baja California Sur,Estado de Baja California Sur,"Baja California Sur, Mexico",administrative_area_level_1,Mexico,25.83333,-111.83333,28.0001764@-109.4134128*22.8720921@-115.2137241,49
MX,MX-CAM,Campeche,Campeche,Estado de Campeche,"Campeche, Mexico",administrative_area_level_1,Mexico,18.83333,-90.25,20.8483272@-89.12122910000001*17.8128711@-92.4683427,16
MX,MX-CHP,Chiapas,Chiapas,Estado de Chiapas,"Chiapas, Mexico",administrative_area_level_1,Mexico,16.5,-92.5,17.9828657@-90.3702138*14.5320984@-94.13915589999999,20
MX,MX-CHH,Chihuahua,Chihuahua,Estado de Chihuahua,"Chihuahua, Mexico",administrative_area_level_1,Mexico,28.75,-106.25,31.7844862@-103.3067686*25.5588435@-109.0748861,49
MX,MX-COA,Coahuila,Coahuila,Estado de Coahuila de Zaragoza,"Coahuila, Mexico",administrative_area_level_1,Mexico,27.33333,-102,29.8800241@-99.8431197*24.542684@-103.9600019,30
MX,MX-COL,Colima,Colima,Estado de Colima,"Colima, Mexico",administrative_area_level_1,Mexico,19.13333,-103.9,19.5125186@-103.4863465*18.3391367@-114.7601011,24
MX,MX-DUR,Durango,Durango,Estado de Durango,"Durango, Mexico",administrative_area_level_1,Mexico,24.83333,-104.83333,26.8448759@-102.4726968*22.3450837@-107.2101322,30
MX,MX-BCN,Estado de Baja California,Baja California,Estado de Baja California,"Baja California, Mexico",administrative_area_level_1,Mexico,30,-115,32.7186534@-112.7555545*27.9999998@-118.3650101,42
MX,MX-MEX,Estado de Mexico,Mexico,Estado de Mexico,"State of Mexico, Mexico",administrative_area_level_1,Mexico,19.36667,-99.66667,20.2858665@-98.5968666*18.3669428@-100.6130911,9
MX,MX-GUA,Guanajuato,Guanajuato,Estado de Guanajuato,"Guanajuato, Mexico",administrative_area_level_1,Mexico,21,-101,21.8394166@-99.6713027*19.9127501@-102.0970322,12
MX,MX-GRO,Guerrero,Guerrero,Estado de Guerrero,"Guerrero, Mexico",administrative_area_level_1,Mexico,17.66667,-100,18.8878466@-98.00727630000002*16.3159525@-102.1843511,15
MX,MX-HID,Hidalgo,Hidalgo,Estado de Hidalgo,"Hgo., Mexico",administrative_area_level_1,Mexico,20.5,-99,21.3985208@-97.9849289*19.5977581@-99.85954129999999,9
MX,MX-JAL,Jalisco,Jalisco,Estado de Jalisco,"Jalisco, Mexico",administrative_area_level_1,Mexico,20.33333,-103.66667,22.7502459@-101.5105417*18.9258718@-105.6947969,25
MX,MX-DIF,Mexico City,Mexico City,Distrito Federal,"Federal District, Mexico",administrative_area_level_1,Mexico,19.28333,-99.13333,19.5927571@-98.94030269999999*19.0482366@-99.36492419999999,2
MX,MX-MIC,Michoacan,Michoacan,Estado de Michoacan de Ocampo,"Michoacan, Mexico",administrative_area_level_1,Mexico,19.16667,-101.83333,20.3945563@-100.0630329*17.9149077@-103.7381271,16
MX,MX-MOR,Morelos,Morelos,Estado de Morelos,"Morelos, Mexico",administrative_area_level_1,Mexico,18.75,-99.06667,19.1317018@-98.63294660000001*18.332373@-99.4944141,4
MX,MX-NAY,Nayarit,Nayarit,Estado de Nayarit,"Nayarit, Mexico",administrative_area_level_1,Mexico,21.83333,-104.83333,23.0845034@-103.7208954*20.6032209@-106.6877266,16
MX,MX-NLE,Nuevo Leon,Nuevo Leon,Estado de Nuevo Leon,"N.L., Mexico",administrative_area_level_1,Mexico,25.58333,-99.75,27.7991372@-98.4215759*23.162683@-101.2067627,20
MX,MX-OAX,Oaxaca,Oaxaca,Estado de Oaxaca,"Oaxaca, Mexico",administrative_area_level_1,Mexico,17,-96.5,18.6696879@-93.8674267*15.6572202@-98.5527072,24
MX,MX-PUE,Puebla,Puebla,Estado de Puebla,"Puebla, Mexico",administrative_area_level_1,Mexico,18.75,-97.91667,20.8399597@-96.724683*17.8609119@-99.0704942,16
MX,MX-QUE,Queretaro,Queretaro,Estado de Queretaro,"Queretaro, Mexico",administrative_area_level_1,Mexico,20.85,-99.85,21.6700054@-99.04307969999999*20.0150182@-100.5965358,4
MX,MX-ROO,Quintana Roo,Quintana Roo,Estado de Quintana Roo,"Quintana Roo, Mexico",administrative_area_level_1,Mexico,19.66667,-88.25,21.587621@-86.7105711*17.8939856@-89.29656179999999,20
MX,MX-SLP,San Luis Potosi,San Luis Potosi,Estado de San Luis Potosi,"San Luis Potosi, Mexico",administrative_area_level_1,Mexico,22.5,-100.5,24.4915218@-98.32596699999999*21.1601538@-102.2960383,20
MX,MX-SIN,Sinaloa,Sinaloa,Estado de Sinaloa,"Sinaloa, Mexico",administrative_area_level_1,Mexico,25,-107.5,27.0423059@-105.39222*22.4671337@-109.4471987,30
MX,MX-SON,Sonora,Sonora,Estado de Sonora,"Sonora, Mexico",administrative_area_level_1,Mexico,29.66667,-110.5,32.4939131@-108.4242708*26.2969879@-115.0527695,56
MX,MX-TAB,Tabasco,Tabasco,Estado de Tabasco,"Tabasco, Mexico",administrative_area_level_1,Mexico,18,-92.66667,18.6502994@-90.98745919999999*17.2508934@-94.13002519999999,10
MX,MX-TAM,Tamaulipas,Tamaulipas,Estado de Tamaulipas,"Tamaulipas, Mexico",administrative_area_level_1,Mexico,24,-98.75,27.6791263@-97.14426089999999*22.2069658@-100.1449502,24
MX,MX-TLA,Tlaxcala,Tlaxcala,Estado de Tlaxcala,"Tlaxcala, Mexico",administrative_area_level_1,Mexico,19.41667,-98.16667,19.7289174@-97.6254391*19.1050719@-98.7083985,2
MX,MX-VER,Veracruz,Veracruz,Estado de Veracruz-Llave,"Ver., Mexico",administrative_area_level_1,Mexico,19.33333,-96.66667,22.4717509@-93.6079398*17.1369649@-98.68154659999999,36
MX,MX-YUC,Yucatan,Yucatan,Estado de Yucatan,"Yucatan, Mexico",administrative_area_level_1,Mexico,20.75,-88.83333,21.6242092@-87.5331451*19.551174@-90.40699579999999,12
MX,MX-ZAC,Zacatecas,Zacatecas,Estado de Zacatecas,"Zacatecas, Mexico",administrative_area_level_1,Mexico,23.25,-103,25.1252355@-100.7423241*21.0418694@-104.353533,25
MS,X,Parish of Saint Anthony,Saint Anthony,Parish of Saint Anthony,"","",Montserrat,16.7,-62.2,"",0
MS,X,Parish of Saint Georges,Saint Georges,Parish of Saint Georges,"","",Montserrat,16.76667,-62.2,"",0
MS,X,Parish of Saint Peter,Saint Peter,Parish of Saint Peter,"","",Montserrat,16.78333,-62.205,"",0
NI,NI-BO,Departamento de Boaco,Boaco,Departamento de Boaco,"Boaco, Nicaragua",administrative_area_level_1,Nicaragua,12.5,-85.5,12.7902051@-84.953434*12.0231972@-85.96309579999999,2
NI,NI-CA,Departamento de Carazo,Carazo,Departamento de Carazo,"Carazo, Nicaragua",administrative_area_level_1,Nicaragua,11.75,-86.25,11.933541@-86.063385*11.5150947@-86.4927755,0
NI,NI-CI,Departamento de Chinandega,Chinandega,Departamento de Chinandega,"Chinandega, Nicaragua",administrative_area_level_1,Nicaragua,12.83333,-87.08333,13.306297@-86.629938*12.4475482@-87.6903076,4
NI,NI-CO,Departamento de Chontales,Chontales,Departamento de Chontales,"Chontales, Nicaragua",administrative_area_level_1,Nicaragua,12.08333,-85.16667,12.632429@-84.56769709999999*11.6280457@-85.64550899999999,4
NI,NI-ES,Departamento de Esteli,Esteli,Departamento de Esteli,"Esteli, Nicaragua",administrative_area_level_1,Nicaragua,13.16667,-86.33333,13.4255631@-86.075058*12.853275@-86.7070109,2
NI,NI-GR,Departamento de Granada,Granada,Departamento de Granada,"Granada, Nicaragua",administrative_area_level_1,Nicaragua,11.83333,-85.91667,12.216754@-85.76666449999999*11.592451@-86.114663,4
NI,NI-JI,Departamento de Jinotega,Jinotega,Departamento de Jinotega,"Jinotega, Nicaragua",administrative_area_level_1,Nicaragua,13.75,-85.58333,14.601975@-84.807767*12.984023@-86.2139279,9
NI,NI-LE,Departamento de Leon,Leon,Departamento de Leon,"Leon, Nicaragua",administrative_area_level_1,Nicaragua,12.58333,-86.58333,13.107796@-86.245541*11.988095@-87.175883,6
NI,NI-MD,Departamento de Madriz,Madriz,Departamento de Madriz,"Madriz, Nicaragua",administrative_area_level_1,Nicaragua,13.5,-86.41667,13.6532971@-86.0422011*13.197792@-86.768272,0
NI,NI-MN,Departamento de Managua,Managua,Departamento de Managua,"Managua, Nicaragua",administrative_area_level_1,Nicaragua,12,-86.41667,12.621991@-85.823173*11.7589909@-86.6646506,4
NI,NI-MS,Departamento de Masaya,Masaya,Departamento de Masaya,"Masaya, Nicaragua",administrative_area_level_1,Nicaragua,11.933240,-86.112310,12.133385@-85.95976999999999*11.8500471@-86.2703219,4
NI,NI-MT,Departamento de Matagalpa,Matagalpa,Departamento de Matagalpa,"Matagalpa, Nicaragua",administrative_area_level_1,Nicaragua,12.91667,-85.66667,13.370395@-84.690748*12.50317@-86.2742821,6
NI,NI-NS,Departamento de Nueva Segovia,Nueva Segovia,Departamento de Nueva Segovia,"Nueva Segovia, Nicaragua",administrative_area_level_1,Nicaragua,13.7,-86.16667,14.0770589@-85.72843209999999*13.4533359@-86.78519399999999,4
NI,NI-RI,Departamento de Rivas,Rivas,Departamento de Rivas,"Rivas, Nicaragua",administrative_area_level_1,Nicaragua,11.3,-85.75,11.6717179@-85.1754141*11.041925@-86.17159649999999,2
NI,NI-SJ,Departamento de Rio San Juan,Rio San Juan,Departamento de Rio San Juan,"Rio San Juan, Nicaragua",administrative_area_level_1,Nicaragua,11.33333,-84.58333,11.8582001@-83.66461199999999*10.7075431@-85.18485989999999,6
NI,NI-AN,North Atlantic Autonomous Region (RAAN),Atlantico Norte (RAAN),North Atlantic Autonomous Region (RAAN),"Autonomous Region of the Northern Atlantic, Nicaragua",administrative_area_level_1,Nicaragua,14,-84.25,15.0259089@-82.59207239999999*13.028599@-85.483689,12
NI,NI-AS,Region Autonoma Atlantico Sur,Atlantico Sur,Region Autonoma Atlantico Sur,"Autonomous Region of the Southern Atlantic, Nicaragua",administrative_area_level_1,Nicaragua,12.25,-84.25,13.277237@-82.97150719999999*11.0285841@-85.21458009999999,12
PA,PA-EM,Embera-Wounaan,Embera,Embera-Wounaan,"Embera, Panama",administrative_area_level_1,Panama,8.413586,-77.597020,8.7789779@-77.2444311*7.586934999999999@-78.3392571,4
PA,PA-KY,Guna Yala,Guna Yala,Guna Yala,"Guna Yala, Panama",administrative_area_level_1,Panama,9.25,-78.25,9.593316999999999@-77.357079*8.523991@-79.284047,6
PA,PA-NB,Ngobe-Bugle,Ngobe-Bugle,Ngobe-Bugle,"Ngobe Bugle, Panama",administrative_area_level_1,Panama,8.48621,-81.73081,9.1863707@-81.13815319999999*8.2565271@-82.445709,4
PA,PA-1,Provincia de Bocas del Toro,Bocas del Toro,Provincia de Bocas del Toro,"Bocas del Toro, Panama",administrative_area_level_1,Panama,9.25,-82.65,9.616508000000001@-82.0079351*8.828975999999999@-82.93899499999999,2
PA,PA-4,Provincia de Chiriqui,Chiriqui,Provincia de Chiriqui,"Chiriqui, Panama",administrative_area_level_1,Panama,8.5,-82.41667,8.9251861@-81.5128787*7.950436699999999@-83.05144489999999,6
PA,PA-2,Provincia de Cocle,Cocle,Provincia de Cocle,"Cocle, Panama",administrative_area_level_1,Panama,8.56667,-80.41667,9.06092@-80.043266*8.087724@-80.822243,2
PA,PA-3,Provincia de Colon,Colon,Provincia de Colon,"Colon, Panama",administrative_area_level_1,Panama,9.16667,-80,9.643667599999999@-79.0815666*8.6331209@-80.874214,4
PA,PA-6,Provincia de Herrera,Herrera,Provincia de Herrera,"Herrera, Panama",administrative_area_level_1,Panama,7.83333,-80.75,8.131537@-80.3965529*7.513487@-80.96242,2
PA,PA-7,Provincia de Los Santos,Los Santos,Provincia de Los Santos,"Los Santos, Panama",administrative_area_level_1,Panama,7.58333,-80.33333,8.000313@-79.9944531*7.2297201@-80.734346,4
PA,PA-8,Provincia de Panama,Panama,Provincia de Panama,"Panama, Panama",administrative_area_level_1,Panama,9.08333,-78.9,9.517596@-78.1053539*8.2082979@-80.17575099999999,6
PA,PA-9,Provincia de Veraguas,Veraguas,Provincia de Veraguas,"Veraguas, Panama",administrative_area_level_1,Panama,8.25,-81.13333,8.8816329@-80.6133308*7.203556400000001@-81.88704659999999,4
PA,PA-5,Provincia del Darien,Darien,Provincia del Darien,"Darien, Panama",administrative_area_level_1,Panama,8.08333,-77.88333,8.9348909@-77.17411*7.222654899999998@-78.511646,4
PR,X,Adjuntas,Adjuntas,Adjuntas,"","",Puerto Rico,18.16274,-66.72212,"",0
PR,X,Aguada,Aguada,Aguada,"","",Puerto Rico,18.3605,-67.17463,"",0
PR,X,Aguadilla,Aguadilla,Aguadilla,"","",Puerto Rico,18.42745,-67.15407,"",0
PR,X,Aguas Buenas,Aguas Buenas,Aguas Buenas,"","",Puerto Rico,18.2569,-66.10294,"",0
PR,X,Aibonito,Aibonito,Aibonito,"","",Puerto Rico,18.13996,-66.266,"",0
PR,X,Arecibo,Arecibo,Arecibo,"","",Puerto Rico,18.40411,-66.67462,"",0
PR,X,Arroyo,Arroyo,Arroyo,"","",Puerto Rico,18.0008,-66.05794,"",0
PR,X,Añasco,Añasco,Añasco,"","",Puerto Rico,18.28134,-67.1274,"",0
PR,X,Barceloneta,Barceloneta,Barceloneta,"","",Puerto Rico,18.45633,-66.54128,"",0
PR,X,Barranquitas,Barranquitas,Barranquitas,"","",Puerto Rico,18.20357,-66.31211,"",0
PR,X,Bayamón Municipio,Bayamón,Bayamón Municipio,"","",Puerto Rico,18.35217,-66.17044,"",0
PR,X,Cabo Rojo Municipio,Cabo Rojo,Cabo Rojo Municipio,"","",Puerto Rico,18.05635,-67.14685,"",0
PR,X,Caguas Municipio,Caguas,Caguas Municipio,"","",Puerto Rico,18.21329,-66.04961,"",0
PR,X,Camuy Municipio,Camuy,Camuy Municipio,"","",Puerto Rico,18.42578,-66.85934,"",0
PR,X,Canóvanas Municipio,Canovanas,Canóvanas Municipio,"","",Puerto Rico,18.33828,-65.88711,"",0
PR,X,Carolina Municipio,Carolina,Carolina Municipio,"","",Puerto Rico,18.37578,-65.95794,"",0
PR,X,Cataño Municipio,Catano,Cataño Municipio,"","",Puerto Rico,18.4355,-66.13711,"",0
PR,X,Cayey Municipio,Cayey,Cayey Municipio,"","",Puerto Rico,18.10357,-66.15378,"",0
PR,X,Ceiba Municipio,Ceiba,Ceiba Municipio,"","",Puerto Rico,18.26051,-65.67183,"",0
PR,X,Ciales Municipio,Ciales,Ciales Municipio,"","",Puerto Rico,18.29162,-66.51628,"",0
PR,X,Cidra Municipio,Cidra,Cidra Municipio,"","",Puerto Rico,18.17579,-66.16211,"",0
PR,X,Coamo Municipio,Coamo,Coamo Municipio,"","",Puerto Rico,18.09802,-66.36211,"",0
PR,X,Comerío Municipio,Comerio,Comerío Municipio,"","",Puerto Rico,18.22718,-66.22183,"",0
PR,X,Corozal Municipio,Corozal,Corozal Municipio,"","",Puerto Rico,18.30912,-66.326,"",0
PR,X,Culebra Municipio,Culebra,Culebra Municipio,"","",Puerto Rico,18.31884,-65.2871,"",0
PR,X,Dorado Municipio,Dorado,Dorado Municipio,"","",Puerto Rico,18.43967,-66.28295,"",0
PR,X,Fajardo Municipio,Fajardo,Fajardo Municipio,"","",Puerto Rico,18.31051,-65.676,"",0
PR,X,Florida Municipio,Florida,Florida Municipio,"","",Puerto Rico,18.36051,-66.56212,"",0
PR,X,Guayama Municipio,Guayama,Guayama Municipio,"","",Puerto Rico,18.01663,-66.13072,"",0
PR,X,Guayanilla Municipio,Guayanilla,Guayanilla Municipio,"","",Puerto Rico,18.05413,-66.7899,"",0
PR,X,Guaynabo Municipio,Guaynabo,Guaynabo Municipio,"","",Puerto Rico,18.34106,-66.11628,"",0
PR,X,Gurabo Municipio,Gurabo,Gurabo Municipio,"","",Puerto Rico,18.27162,-65.97183,"",0
PR,X,Guánica Municipio,Guanica,Guánica Municipio,"","",Puerto Rico,17.9883,-66.91212,"",0
PR,X,Hatillo Municipio,Hatillo,Hatillo Municipio,"","",Puerto Rico,18.40773,-66.79323,"",0
PR,X,Hormigueros Municipio,Hormigueros,Hormigueros Municipio,"","",Puerto Rico,18.14162,-67.11629,"",0
PR,X,Humacao Municipio,Humacao,Humacao Municipio,"","",Puerto Rico,18.14802,-65.81211,"",0
PR,X,Juana Díaz Municipio,Juana Diaz,Juana Díaz Municipio,"","",Puerto Rico,18.04802,-66.49267,"",0
PR,X,Lajas Municipio,Lajas,Lajas Municipio,"","",Puerto Rico,18.0133,-67.0399,"",0
PR,X,Lares Municipio,Lares,Lares Municipio,"","",Puerto Rico,18.27023,-66.86907,"",0
PR,X,Las Marías Municipio,Las Marias,Las Marías Municipio,"","",Puerto Rico,18.25087,-66.9924,"",0
PR,X,Las Piedras Municipio,Las Piedras,Las Piedras Municipio,"","",Puerto Rico,18.18829,-65.87044,"",0
PR,X,Loíza Municipio,Loiza,Loíza Municipio,"","",Puerto Rico,18.43411,-65.89266,"",0
PR,X,Luquillo Municipio,Luquillo,Luquillo Municipio,"","",Puerto Rico,18.33967,-65.72461,"",0
PR,X,Manatí Municipio,Manati,Manatí Municipio,"","",Puerto Rico,18.41884,-66.49267,"",0
PR,X,Maricao Municipio,Maricao,Maricao Municipio,"","",Puerto Rico,18.17301,-66.94546,"",0
PR,X,Maunabo Municipio,Maunabo,Maunabo Municipio,"","",Puerto Rico,18.01691,-65.92738,"",0
PR,X,Mayagüez Municipio,Mayaguez,Mayagüez Municipio,"","",Puerto Rico,18.20496,-67.1024,"",0
PR,X,Moca Municipio,Moca,Moca Municipio,"","",Puerto Rico,18.3855,-67.08435,"",0
PR,X,Morovis Municipio,Morovis,Morovis Municipio,"","",Puerto Rico,18.31884,-66.41767,"",0
PR,X,Municipio de Isabela,Isabela,Municipio de Isabela,"","",Puerto Rico,18.50078,-67.02435,"",0
PR,X,Municipio de Jayuya,Municipio de Jayuya,Municipio de Jayuya,"","",Puerto Rico,18.21857,-66.59156,"",0
PR,X,Municipio de Juncos,Municipio de Juncos,Municipio de Juncos,"","",Puerto Rico,18.22746,-65.921,"",0
PR,X,Naguabo Municipio,Naguabo,Naguabo Municipio,"","",Puerto Rico,18.23135,-65.75988,"",0
PR,X,Naranjito Municipio,Naranjito,Naranjito Municipio,"","",Puerto Rico,18.28968,-66.25517,"",0
